recipe_name,time_preparation(min),calories(kcal),ingredients_list,gluten_free,egg_free,sucrose_fructose_free,low_sodium,lactose_free,recipe_url,recipe_image_url
Ensalada niçoise,60.0,252.0,"['patatas pequeñas rojas', 'huevos', 'judías verdes', 'tomates maduros', 'atún en conserva', 'espinacas baby', 'cebolla morada', 'perejil fresco picado', 'aceite de oliva virgen extra', 'limón el zumo', 'pimienta', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-nicoise_8575.html,https://content-recetas.lecturas.com/medio/2019/12/16/ensalada_nicoise_y_ensalada_del_perigord_c0d6d2e1_800x800.jpg
Ensalada del périgord,25.0,386.0,"['foie micuit', 'beicon gruesas', 'champiñones', 'berros', 'rúcula', 'tomates secos en aceite', 'piñones', 'jamón de pato', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-perigord_8576.html,https://content-recetas.lecturas.com/medio/2019/07/17/ensalada_nicoise_y_ensalada_del_perigord_8e285865_800x800.jpg
Xató con salsa romesco,35.0,,"['bacalao desalado', 'cebolleta', 'escarolas', 'aceitunas negras', 'anchoas en aceite', 'tomates maduros', 'cabeza de ajos', 'ñoras', 'pan seco', 'almendras peladas tostadas', 'avellanas peladas y tostadas', 'pimentón', 'sal', 'aceite de oliva', 'vinagre de vino blanco', 'guindillas']",0,0,0,0,0,https://www.lecturas.com/recetas/xato-salsa-romesco_8577.html,https://content-recetas.lecturas.com/medio/2020/03/05/xato_con_salsa_romesco_y_salpicon_de_marisco_d6b2df39_800x800.jpg
Ensalada de ceviche de langostinos y cebolla,25.0,176.0,"['langostinos', 'pimienta', 'limas', 'tomates', 'cebolla morada', 'limones', 'guindilla', 'aguacate', 'cilantro', 'sal', 'lechugas brotes', 'germinados de remolacha']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-ceviche-langostinos-y-cebolla_8447.html,https://content-recetas.lecturas.com/medio/2019/07/25/ensalada_de_ceviche_de_langostinos_y_cebolla_y_ensalada_de_pollo_remolacha_y_manzana_ca9d87d5_800x800.jpg
"Ensalada de pollo, remolacha y manzana",40.0,203.0,"['pechugas de pollo', 'manzanas ácida', 'col lombarda', 'zanahorias', 'granada', 'remolacha', 'nueces peladas', 'pan rallado grueso', 'pimentón dulce', 'huevo', 'comino', 'semillas de sésamo negro', 'lechugas', 'aceite de oliva', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-pollo-remolacha-y-manzana_8448.html,https://content-recetas.lecturas.com/medio/2019/08/26/ensalada_de_ceviche_de_langostinos_y_cebolla_y_ensalada_de_pollo_remolacha_y_manzana_bf72acd4_800x800.jpg
"Ensalada de jamón, espinacas y roquefort",15.0,183.0,"['jamón de parma', 'espinacas baby', 'queso roquefort', 'beicon gruesa', 'cebolla morada pequeña', 'nueces pecanas peladas', 'uvas pasas de corinto', 'mostaza a la antigua', 'miel', 'aceite de oliva virgen extra', 'sal', 'vinagre de vino blanco', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-jamon-espinacas-y-roquefort_8449.html,https://content-recetas.lecturas.com/medio/2019/07/17/ensalada_de_jamon_espinacas_y_roquefort_y_ensalada_de_sardinas_marinadas_y_guacamole_c3e4ef4d_800x800.jpg
Ensalada de sardinas marinadas y guacamole,30.0,196.0,"['losmos de sardina', 'limón', 'lima', 'guindilla picada', 'perejil', 'lechugas', 'zanahoria', 'pan finas', 'aceite de oliva', 'sal', 'aguacate', 'cebollas picada', 'lima el zumo', 'tomates picado', 'pimienta', 'cilantro picado', 'pimiento jalapeño picado', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-sardinas-marinadas-y-guacamole_8450.html,https://content-recetas.lecturas.com/medio/2019/09/06/ensalada_de_jamon_espinacas_y_roquefort_y_ensalada_de_sardinas_marinadas_y_guacamole_109b9466_800x800.jpg
"Ensalada de tomates, mozzarella y rúcula",20.0,172.0,"['tomates variados', 'queso mozzarella de búfala', 'rúcula', 'rábanos', 'aceitunas negras kalamata', 'pan de pipas', 'albahaca fresca', 'dientes de ajo', 'aceite de oliva', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-tomates-mozzarella-y-rucula_8451.html,https://content-recetas.lecturas.com/medio/2019/07/17/ensalada_de_tomates_mozzarella_y_rucula_y_ensalada_de_salmon_aguacate_y_huevo_duro_b4ce8dff_800x800.jpg
"Ensalada de salmón, aguacate y huevo duro",50.0,186.0,"['tomates cereza', 'tomates', 'sal', 'huevos duros', 'aguacate', 'cebolla', 'berros', 'aceite de oliva', 'pimienta', 'lomo de salmón entero', 'azúcar', 'sal', 'pimienta rosa en grano', 'eneldo picadas', 'aceite de oliva', 'sal', 'zumo de lima', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-salmon-aguacate-y-huevo-duro_8452.html,https://content-recetas.lecturas.com/medio/2019/07/17/ensalada_de_tomates_mozzarella_y_rucula_y_ensalada_de_salmon_aguacate_y_huevo_duro_97e392ac_800x800.jpg
Ensaladilla rusa con langostinos,55.0,240.0,"['langostinos', 'palitos de surimi', 'patatas', 'judías verdes', 'zanahorias', 'guisantes congelados', 'huevos', 'aceitunas verdes deshuesadas', 'zumo de limón', 'aceite', 'sal', 'cebollino']",0,0,0,0,0,https://www.lecturas.com/recetas/ensaladilla-rusa-langostinos_8455.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_ensaladilla_rusa_con_langostinos_resultado_final_ccde7ef5_800x800.jpg
Ensalada con carpaccio de hinojo y quinoa negra,40.0,,"['lechugas', 'hinojo grande', 'quinoa negra', 'almendras laminada', 'levadura nutricional', 'semillas de cáñamo', 'vinagre de manzana', 'aceite de oliva virgen extra', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-carpaccio-hinojo-y-quinoa-negra_8468.html,https://content-recetas.lecturas.com/medio/2019/07/17/ensalada_con_carpaccio_de_hinojo_y_quinoa_negra_9488618c_800x800.jpg
Endibias con salpicón de marisco,30.0,,"['mejillones', 'gambas cocidas', 'surimi', 'endivias', 'cebolleta', 'pepinos', 'tomates cereza', 'pimientos verdes', 'pimientos rojos', 'pimientos amarillos', 'aceite', 'sal', 'vinagre', 'cebollino']",0,0,0,0,0,https://www.lecturas.com/recetas/endibias-salpicon-marisco_8523.html,https://content-recetas.lecturas.com/medio/2019/07/17/endibias_con_salpicon_de_marisco_260010e8_800x800.jpg
Tomate con anchoas y aceitunas,15.0,,"['tomates', 'cebolleta', 'aceitunas negras sin hueso', 'anchoas', 'pepinos baby', 'salsa mayonesa', 'lechuga unos brotes']",0,0,0,0,0,https://www.lecturas.com/recetas/tomate-anchoas-y-aceitunas_8529.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_tomate_con_anchoas_y_aceitunas_resultado_final_3884db45_800x800.jpg
Aguacate con gambas y mango,15.0,,"['aguacates', 'limón', 'cebolleta', 'mango', 'colas de gamba cocida', 'germinados', 'salsa mayonesa']",0,0,0,0,0,https://www.lecturas.com/recetas/aguacate-gambas-y-mango_8530.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_aguacate_con_gambas_y_mango_resultado_final_b83f9a8b_800x800.jpg
Ensalada de alga dulse,15.0,,"['alga dulse', 'escarola', 'berros', 'pepino', 'zanahoria', 'cebolla deshidratada', 'chile', 'semillas de sésamo molido', 'jengibre', 'limones el zumo', 'aceite de sésamo tostado', 'sirope de agave', 'aceite de oliva', 'sal marina', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-alga-dulse_8539.html,https://content-recetas.lecturas.com/medio/2019/07/17/ensalada_de_alga_dulse_3828ca51_800x800.jpg
"Buddha bowl de falafel, kale y trigo sarraceno",60.0,,"['zanahorias', 'col rizada', 'pipas de calabaza ligeramente tostadas', 'trigo sarraceno', 'crema agria', 'limones el zumo', 'aceite de oliva virgen extra', 'sal', 'garbanzos ya remojados', 'dientes de ajo', 'cebolletas', 'perejil picado', 'comino molido', 'pan rallado', 'levadura en polvo', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/buddha-bowl-falafel-kale-y-trigo-sarraceno_5779.html,https://content-recetas.lecturas.com/medio/2019/07/17/buddha_bowl_de_lentejas_aguacate_rucula_y_maiz_y_buddha_bowl_de_falafel_kale_y_trigo_sarraceno_9d6d1ba8_800x800.jpg
Tabulé fresco de coliflor,30.0,,"['coliflores', 'sal', 'comino', 'limón el zumo', 'aceite de oliva', 'perejil', 'menta fresca', 'tomates', 'pepinos', 'cebollas rojas', 'diente de ajo']",0,0,0,0,0,https://www.lecturas.com/recetas/tabule-fresco-coliflor_8252.html,https://content-recetas.lecturas.com/medio/2019/07/17/tabule_fresco_de_coliflor_b6e7c9e4_800x800.jpg
Ensalada tibia de hortalizas,60.0,,"['col lombarda', 'zanahorias', 'aguacates', 'cebolla morada', 'rúcula', 'calabacín', 'ajo', 'queso feta', 'avellanas', 'germinados de cebolla', 'alcaparras', 'perejil', 'vinagre balsámico', 'aceite', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-tibia-hortalizas_8343.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_ensalada_tibia_de_hortalizas_resultado_final_749fc4cc_800x800.jpg
Guisantes con bacalao y patatas,50.0,,"['guisantes frescos', 'migas de bacalao desalado', 'patatas baby', 'tomates cereza', 'vinagre de manzana', 'eneldo', 'sal', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/guisantes-bacalao-y-patatas_8405.html,https://content-recetas.lecturas.com/medio/2019/07/17/guisantes_con_bacalao_y_patatas_70cce116_800x800.jpg
"Ensalada de brotes, nueces y fresas",15.0,,"['fresas', 'nueces', 'queso parmesano', 'cebolleta', 'lechugas', 'rúcula', 'vinagre de manzana', 'aceite de oliva', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-brotes-nueces-y-fresas_5665.html,https://content-recetas.lecturas.com/medio/2019/03/29/ensalada_de_brotes_nueces_y_fresas_cbb9ab32_800x800.jpg
Ensalada César con espinacas,5.0,,"['pechugas de pollo', 'espinacas tiernas', 'queso parmesano', 'huevo', 'diente de ajo', 'zumo de limón', 'vinagre', 'aceite de oliva virgen extra', 'sal', 'pimienta negra']",1,0,0,0,0,https://www.lecturas.com/recetas/ensalada-cesar-espinacas_8053.html,https://content-recetas.lecturas.com/medio/2019/02/13/ensalada_cesar_con_espinacas_2ec8ed4b_800x800.jpg
Ensalada César con salmón ahumado,25.0,271.0,"['lomos de salmón', 'huevos', 'alcachofas en conserva', 'pan', 'lechuga romana', 'queso parmesano en lascas', 'mostaza de dijon', 'diente de ajo', 'vinagre de vino', 'alcaparras', 'aceite de oliva', 'pimienta', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-cesar-salmon-ahumado_8055.html,https://content-recetas.lecturas.com/medio/2019/02/13/ensalada_cesar_con_salmon_ahumado_24dafe9d_800x800.jpg
Ensalada César con pechuga de pollo y queso parmesano,35.0,,"['lechugas romana', 'pechugas de pollo', 'pan de molde', 'queso parmesano', 'anchoas en aceite', 'laurel', 'cebolla pequeña', 'perejil', 'pimienta unos granos', 'sal', 'anchoas en aceite', 'huevo', 'limón', 'dientes de ajo', 'aceite de girasol']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-cesar-pechuga-pollo-y-queso-parmesano_8056.html,https://content-recetas.lecturas.com/medio/2019/02/13/ensalada_cesar_con_pechuga_de_pollo_y_queso_parmesano_a932769b_800x800.jpg
Ensalada César,20.0,,"['lechugas romana', 'escarolas', 'beicon', 'pan seco', 'queso parmesano', 'diente de ajo', 'filetes de anchoa en aceite', 'limón', 'salsa worcester', 'aceite de oliva', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-cesar_8057.html,https://content-recetas.lecturas.com/medio/2019/02/13/ensalada_cesar_f5b8e9f8_800x800.jpg
Cestitos con ensalada de manzana y queso,35.0,305.0,"['pasta brick', 'lechugas', 'canónigos', 'escarolas', 'queso manchego curado', 'puntas de espárragos blancos', 'manzana', 'pepinillos en vinagre', 'nueces', 'ventresca de atún', 'pimienta negra', 'sal', 'aceite de oliva', 'vinagre']",0,0,0,0,0,https://www.lecturas.com/recetas/cestitos-ensalada-manzana-y-queso_395.html,https://content-recetas.lecturas.com/medio/2018/07/19/cestitos-con-ensalada-de-manzana-y-queso_5e1e585a_800x800.jpg
Ensalada de berros con manzana y salsa de yogur,25.0,275.0,"['berros', 'manzana', 'nueces', 'uvas pasas', 'apio', 'pepino', 'tomate cereza', 'yogur', 'eneldo', 'diente de ajo', 'zumo de limón', 'sal', 'pimienta negra']",1,0,0,0,0,https://www.lecturas.com/recetas/ensalada-berros-manzana-y-salsa-yogur_447.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-berros-con-manzana-y-salsa-de-yogur_dde0c508_800x800.jpg
Ensalada de tomate con miel y romero,15.0,225.0,"['tomates', 'rúcula', 'queso curado', 'nueces', 'romero', 'miel', 'vinagre de jerez', 'sal', 'aceite de oliva', 'pimienta negra']",1,0,0,0,0,https://www.lecturas.com/recetas/ensalada-tomate-miel-y-romero_467.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-tomate-y-queso-con-miel-y-romero_5d01fa9f_800x800.jpg
Ensalada griega con paté de pipas de calabaza y alcaparras,30.0,,"['tomates', 'cebollas moradas', 'aceitunas negras kalamata', 'pepinos', 'orégano fresco', 'diente de ajo', 'aceite de oliva', 'zumo de limón', 'pimienta', 'sal', 'pipas de calabaza previamente remojadas 4 horas en agua', 'alcaparras', 'zumo de limón']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-griega-pate-pipas-calabaza-y-alcaparras_7568.html,https://content-recetas.lecturas.com/medio/2019/02/07/ensalada_griega_con_pate_de_pipas_de_calabaza_y_alcaparras_2385ee8b_800x800.jpg
Ensalada de quinoa con crudités,25.0,224.0,"['quinoa', 'cebollas moradas', 'zanahorias', 'apios', 'pimiento amarillo', 'pimiento rojo', 'pimientos verdes italianos', 'hierbas aromáticas frescas', 'aceite de oliva', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-quinoa-crudites_8022.html,https://content-recetas.lecturas.com/medio/2019/02/06/paso_a_paso_para_realizar_ensalada_de_quinoa_con_crudites_resultado_final_00f8198b_800x800.jpg
Salpicón de marisco con vinagreta,,208.0,"['pulpos', 'laurel', 'sal', 'pimentón', 'mejillón', 'palitos de cangrejo', 'lechugas', 'aceite de oliva', 'vinagre de vino blanco', 'perejil', 'limones', 'pimienta', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/salpicon-marisco-vinagreta_8027.html,https://content-recetas.lecturas.com/medio/2019/02/06/paso_a_paso_para_realizar_salpicon_de_marisco_con_vinagreta_resultado_final_ec62734d_800x800.jpg
Tomates acordeón,30.0,,"['tomates', 'queso mozzarella', 'albahaca fresca', 'queso parmesano rallado', 'piñones', 'diente de ajo pelado', 'aceite de oliva', 'piñones tostados', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/tomates-acordeon_8039.html,https://content-recetas.lecturas.com/medio/2019/02/06/paso_a_paso_para_realizar_tomates_acordeon_resultado_final_ab63e2ab_800x800.jpg
Poke hawaiano,15.0,,"['lomos de salmón fresco sin piel ni espinas', 'atún fresco y limpio', 'calabacín', 'zanahorias', 'guisantes desgranados', 'judías verdes', 'achicoria', 'berros', 'aceite de oliva virgen', 'crema agria', 'semillas de sésamo', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/poke-hawaiano_7272.html,https://content-recetas.lecturas.com/medio/2019/02/04/poke_hawaiano_5c67a35b_800x800.jpg
Ceviche de coco,15.0,,"['coco fresco', 'zumo de limón', 'apios', 'diente de ajo', 'chile', 'cebollas rojas', 'pimientos amarillos', 'cilantro', 'aceite de oliva', 'sal', 'pimienta', 'cilantro', 'lima unos gajos']",0,0,0,0,0,https://www.lecturas.com/recetas/ceviche-coco_7327.html,https://content-recetas.lecturas.com/medio/2019/02/05/ceviche_de_coco_f4054afd_800x800.jpg
"Ensalada tibia con chucrut, hortalizas y manzana",80.0,,"['col rizada', 'sal gorda', 'jengibre', 'lechugas brotes', 'remolacha', 'cebolla morada', 'zanahoria', 'rábano', 'manzanas', 'limón', 'cacahuetes tostados', 'tamari', 'aceite de oliva virgen extra', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-tibia-chucrut-hortalizas-y-manzana_7474.html,https://content-recetas.lecturas.com/medio/2019/02/05/ensalada_tibia_con_chucrut_hortalizas_y_manzana_4a451ceb_800x800.jpg
Tartar de mar con aliño de piparras,15.0,,"['alga ramallo fresca', 'alga espagueti en sal', 'alga nori en sal', 'aceitunas negras de aragón deshuesadas', 'pipas de girasol remojadas', 'aceite de oliva', 'orégano seco', 'limón la piel y el zumo', 'sal', 'pimienta', 'agua', 'guindilla piparra', 'xantana', 'aceite de oliva', 'aceite de oliva', 'rúcula fresca', 'achicoria roja']",0,0,0,0,0,https://www.lecturas.com/recetas/tartar-mar-alino-piparras_6129.html,https://content-recetas.lecturas.com/medio/2018/11/23/tartar_de_mar_con_alino_de_piparras_776ebc4f_800x800.jpg
Remolacha con helado de mostaza y comino crujiente,60.0,,"['remolacha pequeñas', 'sal gorda', 'remolacha cocinada en sal', 'manzana verde (granny smith)', 'manzana roja (royal gala)', 'aguacate', 'remolacha cocida en recortes']",0,0,0,0,0,https://www.lecturas.com/recetas/remolacha-helado-mostaza-y-comino-crujiente_6130.html,https://content-recetas.lecturas.com/medio/2018/11/23/remolacha_con_helado_de_mostaza_y_comino_crujiente_39a4e035_800x800.jpg
Ensalada de papaya al estilo thai,40.0,,"['papayas mediana', 'papayas de recortes', 'zumo de naranja', 'zumo de lima', 'zumo de limón', 'jengibre', 'piel de naranja', 'sal', 'pimienta', 'leche de coco', 'aceite de oliva', 'leche de coco', 'cilantro unos brotes']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-papaya-estilo-thai_6132.html,https://content-recetas.lecturas.com/medio/2018/11/23/ensalada_de_papaya_al_estilo_thai_9f0158ad_800x800.jpg
"Endivia rellena de ricota vegana, mandarina y rúcula",15.0,,"['endibia 2 cogollos', 'leche de soja', 'aceite de girasol', 'anacardos remojados', 'zumo de limón', 'sal', 'rúcula fresca', 'mandarina cortada en supremas']",0,0,0,0,0,https://www.lecturas.com/recetas/endibia-rellena-ricota-vegana-mandarina-y-rucula_6201.html,https://content-recetas.lecturas.com/medio/2018/11/23/endibia_rellena_de_ricota_vegana_mandarina_y_rucula_6ea40592_800x800.jpg
Tacos de alubias con encurtido de cebolla y mole verde,15.0,,"['harina de maíz', 'harina de garbanzos', 'agua tibia', 'sal', 'alubias cocidas', 'ajo', 'cebolla', 'tomate', 'salsa de soja', 'agua o caldo vegetal', 'manzana verde', 'almendras tostadas', 'cebolla', 'sal', 'pimienta', 'cilantro', 'aceite de oliva', 'chile verde', 'cebolla', 'zumo de remolacha', 'vinagre de arroz', 'pimienta', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/tacos-alubias-encurtido-cebolla-y-mole-verde_6202.html,https://content-recetas.lecturas.com/medio/2019/03/13/tacos_de_alubias_con_encurtido_de_cebolla_y_mole_verde_632542d3_800x800.jpg
Aguacates rellenos de salmón,30.0,390.0,"['aguacate', 'salmón', 'cebolla morada', 'apio', 'pepino baby', 'limón', 'lima', 'grosellas', 'papaya', 'canónigos media bolsa', 'rúcula media bolsa', 'vinagre', 'aceite', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/aguacates-rellenos-salmon_6224.html,https://content-recetas.lecturas.com/medio/2018/11/23/paso_a_paso_para_realizar_aguacates_rellenos_de_salmon_resultado_final_620e1b5e_800x800.jpg
Ensalada marinera con coliflor en conserva,15.0,193.0,"['coliflor un bote en conserva de unos 660 gramos', 'tomate', 'pimiento rojo', 'pimiento verde', 'cebolla morada', 'mejillones', 'langostinos cocidos', 'zumo de limón', 'aceite de oliva', 'vinagre de manzana', 'cebollino', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-marinera-coliflor-conserva_6241.html,https://content-recetas.lecturas.com/medio/2018/11/23/paso_a_paso_para_realizar_ensalada_marinera_con_coliflor_en_conserva_resultado_final_52843229_800x800.jpg
Ensalada oriental,30.0,167.0,"['zanahoria', 'judía verde redonda', 'pepino', 'pimiento rojo', 'pimiento verde', 'pimiento amarillo', 'pimienta', 'salsa de soja', 'sal', 'semillas de sésamo', 'aceite de sésamo']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-oriental_6260.html,https://content-recetas.lecturas.com/medio/2018/11/23/ensalada_oriental_a7c810af_800x800.jpg
"Tarta al estilo ""caprese""",30.0,,"['tomates raf', 'tomates cereza', 'mangos', 'queso mozzarella', 'albahaca fresca en hojas', 'orégano fresco', 'aceite', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/tarta-estilo-caprese_6300.html,https://content-recetas.lecturas.com/medio/2018/11/23/tarta_al_estilo_caprese_8b546208_800x800.jpg
Áspic de tomate y huevo,30.0,,"['tomate rojos', 'cebolleta', 'huevo', 'sardina', 'aceitunas verdes sin hueso', 'espárrago blanco', 'gelatina', 'aceite', 'sal', 'vinagre de manzana', 'rúcula', 'calabacín', 'cebolleta']",0,0,0,0,0,https://www.lecturas.com/recetas/aspic-tomate-y-huevo_6301.html,https://content-recetas.lecturas.com/medio/2018/11/23/aspic_de_tomate_y_huevo_d48383a9_800x800.jpg
Pincho de sandía a la parrilla,25.0,,"['sandías', 'queso vegano de almendras', 'rúcula o mezcla de hojas verdes', 'semillas de sésamo tostado', 'sal marina', 'aceite de oliva virgen extra', 'albahaca fresca', 'aceite de oliva virgen extra', 'vinagre balsámico']",0,0,0,0,0,https://www.lecturas.com/recetas/pincho-sandia-a-parrilla_6311.html,https://content-recetas.lecturas.com/medio/2018/11/23/pincho_de_sandia_a_la_parrilla_c7a24eb0_800x800.jpg
Ensalada de espinacas y naranjas,15.0,,"['espinacas baby', 'naranja sanguinas', 'cebolla tierna', 'nueces troceadas', 'aceite de oliva virgen extra', 'zumo de naranja recién exprimido', 'zumo de limón', 'sirope de agave', 'sal marina', 'pimienta blanca']",0,0,0,0,0,https://www.lecturas.com/recetas/ensaladas-espinacas-y-naranjas_6313.html,https://content-recetas.lecturas.com/medio/2018/11/23/ensaladas_de_espinacas_y_naranjas_b1bef85e_800x800.jpg
Taquitos frescos,15.0,,"['lechuga largas', 'mango', 'pimiento rojo', 'cebolla fresca', 'zanahoria', 'col lombarda', 'jengibre', 'tamari', 'brotes de guisante', 'pipas de calabaza', 'chile picante', 'pimiento rojo', 'tomate', 'diente de ajo', 'aceite de oliva', 'agua', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/taquitos-frescos_6315.html,https://content-recetas.lecturas.com/medio/2018/11/23/taquitos_frescos_e7288760_800x800.jpg
"Ensalada con naranja, queso de cabra y pistachos",20.0,553.0,"['escarola', 'rúcula', 'naranja', 'queso de cabra en rulo', 'pistachos', 'aceite de oliva virgen', 'vinagre de jerez', 'cebollino', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/ensalada-naranja-queso-cabra-y-pistachos_1218.html,https://content-recetas.lecturas.com/medio/2018/11/23/ensalada_con_naranja_queso_de_cabra_y_pistachos_836fbcb1_800x800.jpg
Ensalada de patata y marisco,60.0,,"['patata', 'judía verde', 'langostino', 'gula', 'queso fresco', 'mango', 'diente de ajo', 'uvas pasas', 'vinagre', 'aceite', 'sal', 'pimienta']",1,0,0,0,0,https://www.lecturas.com/recetas/ensalada-patata-y-marisco_2191.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-patata-y-marisco_d38805bb_800x800.jpg
Salpicón de marisco,15.0,220.0,"['langostino', 'pulpo cocido', 'mejillón cocidos', 'pimiento rojo', 'pimiento verde', 'cebolleta', 'aceite de oliva', 'vinagre de vino blanco', 'sal', 'pimienta negra']",1,0,0,0,1,https://www.lecturas.com/recetas/salpicon-marisco_973.html,https://content-recetas.lecturas.com/medio/2018/07/19/salpicon-de-marisco_717fa818_800x800.jpg
Salpicón de marisco con manzana,35.0,,"['langostinos', 'gambas', 'palitos de cangrejo', 'pimiento verde italiano', 'limones', 'manzana', 'cebolleta', 'pepinillos en vinagre', 'lechugas hojas variadas (cogollos, escarola, etc...)', 'vinagre de jerez', 'aceite de oliva', 'cebollino unos tallos', 'sal', 'pimienta']",1,0,0,0,1,https://www.lecturas.com/recetas/salpicon-marisco-manzana_1730.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-salpicon-de-marisco-con-manzana-resultado-final_32eacc0e_800x800.jpg
Canelones de pepino con queso y gulas,40.0,,"['pepinos', 'queso blanco', 'almendras en granillo', 'ajos', 'cayena', 'gulas', 'cilantro', 'aceite de oliva', 'sal', 'pimienta negra']",0,0,0,0,0,https://www.lecturas.com/recetas/canelones-pepino-queso-y-gulas_676.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-canelones-de-pepino-con-queso-y-gulas-resultado-final_f5ff4c26_800x800.jpg
Pipirrana con atún,35.0,180.0,"['tomate', 'diente de ajo', 'pimiento verde', 'cebolleta', 'sal', 'pimienta negra', 'huevo', 'aceite de oliva', 'vinagre de jerez', 'atún en conserva', 'cebollino', 'pan']",0,0,0,0,0,https://www.lecturas.com/recetas/pipirrana-atun_178.html,https://content-recetas.lecturas.com/medio/2018/07/19/pipirrana-con-atun_e814cadd_800x800.jpg
Salpicón de pollo y verduritas,30.0,,"['pechugas de pollo', 'tomates', 'cebolla', 'zanahoria', 'pimiento verde', 'guisantes en conserva', 'huevo', 'perejil', 'diente de ajo', 'alcaparras', 'aceite de oliva', 'vinagre', 'pimienta negra', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/salpicon-pollo-y-verduritas_376.html,https://content-recetas.lecturas.com/medio/2018/07/19/salpicon-de-pollo-y-verduritas_59482fdb_800x800.jpg
Ensalada campera con tacos de atún fresco,50.0,205.0,"['patatas', 'huevos', 'cebolla', 'tomates', 'sal', 'aceitunas verdes', 'aceitunas negras', 'judías verdes', 'atún', 'sal gorda', 'azúcar', 'cebollino', 'aceite de oliva', 'vinagre']",0,0,0,0,0,https://www.lecturas.com/recetas/ensalada-campera-tacos-atun-fresco_388.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-campera-con-tacos-de-atun-fresco_acdbb68c_800x800.jpg
Barquitas de berenjena con ensalada de atún,55.0,210.0,"['berenjena', 'cogollo de lechuga', 'tomate', 'champiñón', 'cebolla', 'limón', 'atún en conserva', 'aceite de oliva', 'pepinillos en vinagre', 'pimienta negra', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/barquitas-berenjena-ensalada-atun_394.html,https://content-recetas.lecturas.com/medio/2018/07/19/barquitas-de-berenjena-con-ensalada-de-atun_7a6f96d9_800x800.jpg
Ensalada de arroz con pollo y mayonesa de aguacate,50.0,430.0,"['arroz largo', 'huevos', 'pimienta negra', 'muslos de pollo', 'tomates cereza', 'maíz cocido', 'cogollos de lechuga', 'cilantro', 'aguacate', 'vinagre', 'aceite de oliva', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/ensalada-arroz-pollo-y-mayonesa-aguacate_398.html,https://content-recetas.lecturas.com/medio/2018/07/19/ensalada-de-arroz-con-pollo-y-mayonesa-de-aguacate_78cb5d91_800x800.jpg
