recipe_name,time_preparation(min),calories(kcal),ingredients_list,gluten_free,egg_free,sucrose_fructose_free,low_sodium,lactose_free,recipe_url,recipe_image_url
Sopa real,,,"['puerros', 'zanahorias', 'nabo', 'cebolla', 'apio rama', 'dientes de ajo', 'clavos de olor', 'pimentón dulce', 'aceite de oliva', 'sal', 'huevos', 'perejil', 'zumo de limón']",1,0,0,0,1,https://www.lecturas.com/recetas/sopa-real_824.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-real_645b34da_800x800.jpg
Sopa de coliflor,,,"['diente de ajo', 'aceite de oliva', 'tomate maduros', 'coliflor', 'patata', 'comino', 'sal', 'perejil']",1,0,0,0,1,https://www.lecturas.com/recetas/sopa-coliflor_825.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-coliflor_022e5243_800x800.jpg
Sopa de cebolla con avena,,,"['cebolla', 'aceite de oliva o mantequilla', 'copos de avena', 'orégano', 'sal', 'nuez moscada']",1,0,0,0,1,https://www.lecturas.com/recetas/sopa-cebolla-avena_826.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-cebolla-con-avena_86c9d551_800x800.jpg
Sopa de verduras con arroz,50.0,165.0,"['arroz integral', 'zanahorias', 'cebolla', 'puerro', 'penca de apio', 'acelgas', 'dientes de ajo', 'aceite de oliva', 'sal', 'pimienta negra']",1,0,0,0,1,https://www.lecturas.com/recetas/sopa-verduras-arroz_927.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-verduras-con-arroz_14a53270_800x800.jpg
Sopa de pescado y verduras,40.0,200.0,"['almeja', 'pescado de roca', 'zanahoria', 'tomate', 'puerro', 'cebolla', 'diente de ajo', 'perejil', 'vino blanco', 'aceite de oliva', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/sopa-pescado-y-verduras_989.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-pescado-y-verduras_7e263b95_800x800.jpg
Sopa fría de tomate,20.0,,"['tomates', 'cebolletas', 'ajos', 'albahaca', 'pan de molde', 'cebollino', 'aceite de oliva', 'vinagre', 'sal']",0,1,0,0,0,https://www.lecturas.com/recetas/sopa-fria-tomate_1138.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-sopa-fria-de-tomate-resultado-final_3b840d79_800x800.jpg
Crema de calabacín y puerro con gambas,55.0,,"['puerro', 'zanahoria', 'patata', 'calabacín', 'gamba', 'limón el zumo', 'aceite de oliva', 'pimienta rosa unos granos', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/crema-hortelana-gambas_1153.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-hortelana-con-gambas_c7499c1e_800x800.jpg
Crema de zanahoria con vieiras,30.0,,"['zanahorias', 'puerro', 'zumo de naranja', 'aceite de oliva', 'canela en polvo', 'cebollino', 'naranja de ralladura', 'vieiras congeladas sin concha', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/crema-zanahoria-vieiras_1181.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-de-zanahoria-con-vieiras_2d86d004_800x800.jpg
Sopa de cebolla y apio,40.0,180.0,"['pasta brick', 'cebolletas', 'caldo de verduras', 'pencas de apio', 'leche evaporada', 'queso rallado', 'aceite de oliva', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-cebolla-y-apio_1258.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-cebolla-y-apio_b3323ddf_800x800.jpg
Crema de zanahoria y calabaza,45.0,156.0,"['calabaza', 'zanahoria', 'patata', 'cebolla', 'mandarina', 'nata líquida ligera', 'nuez moscada', 'pimienta negra', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/crema-zanahoria-y-calabaza_1380.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-de-zanahoria-y-calabaza_ba75c8e9_800x800.jpg
Sopa de pescado a la francesa,90.0,,"['pescado variado', 'cangrejos', 'yema de huevo', 'puerros', 'dientes de ajo', 'cebolla', 'apio', 'tomate', 'hinojo bulbo', 'perejil', 'pimentón picante', 'laurel', 'azafrán', 'sal', 'pan', 'aceite de oliva', 'pimienta negra']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-pescado-a-francesa_1426.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-pescado-a-la-francesa_c973c0d2_800x800.jpg
Sopa minestrone,45.0,,"['cebolletas', 'dientes de ajo', 'patatas', 'judías verdes', 'zanahorias', 'fideos', 'alubias rojas', 'aceite de oliva', 'sal', 'pimienta negra', 'queso rallado']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-minestrone_1436.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-sopa-minestrone-resultado-final_a67ae096_800x800.jpg
Sopa de cebolla con tostas de queso,55.0,,"['cebollas medianas', 'harina', 'caldo de carne', 'vino blanco', 'pan de payés', 'queso emmental', 'cebollino', 'sal', 'aceite de oliva', 'pimienta negra']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-cebolla-tostas-queso_1439.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-sopa-de-cebolla-con-tostas-de-queso-resultado-final_6720d423_800x800.jpg
Sopa de ajo en crema,25.0,,"['dientes de ajo', 'huevos de codorniz', 'pan', 'chorizos', 'cecina', 'caldo de pollo o de ave', 'pimentón dulce', 'tomillo', 'aceite de oliva', 'vinagre', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/sopa-ajo-crema_1489.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-ajo-en-crema_1b3c7ad5_800x800.jpg
Sopa griega de verduras asadas,70.0,,"['berenjena', 'pimientos rojos', 'tomates', 'cebolla', 'diente de ajo', 'caldo de verduras', 'orégano', 'pimienta negra', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-griega-verduras-asadas_1512.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-griega-de-verduras-asadas_c67a2c2d_800x800.jpg
Sopa de pescado,60.0,,"['cebolla', 'zanahoria', 'arroz', 'tomates maduros', 'dientes de ajo', 'rapes limpio y troceado', 'mejillones', 'almejas', 'gambas peladas', 'eneldo', 'aceite de oliva', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/sopa-pescado_1584.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-sopa-de-pescado-resultado-final_75306109_800x800.jpg
Crema de patatas y castañas,45.0,,"['puerro', 'castaña cocidas', 'patata', 'nata líquida', 'caldo de pollo o de ave', 'alcachofa', 'mantequilla', 'aceite', 'sal', 'pimienta']",1,0,0,0,0,https://www.lecturas.com/recetas/crema-patatas-y-castanas_1704.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-crema-de-patatas-y-castanas-resultado-final_fe84e960_800x800.jpg
Crema de lentejas con mejillones,45.0,,"['lentejas', 'mejillones pequeños', 'puerro', 'zanahorias', 'pimiento rojo', 'dientes de ajo', 'jamón serrano 1 punta cortada en lonchas', 'laurel', 'nata líquida', 'harina', 'pimentón dulce', 'aceite', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/crema-lentejas-mejillones_1746.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-realizar-crema-de-lentejas-con-mejillones-resultado-final_454b58ce_800x800.jpg
Sopa de pescado,30.0,,"['chalotas', 'huevos', 'zanahorias', 'tomates', 'puerro', 'berberechos cocidos', 'laurel', 'harina', 'gambas arroceras', 'congrios', 'arroz', 'vino blanco', 'aceite', 'sal', 'pimienta']",0,0,0,0,1,https://www.lecturas.com/recetas/sopa-pescado_1830.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-sopa-de-pescado-resultado-final_c23775f0_800x800.jpg
Crema de calabaza con pulpo crujiente,35.0,,"['pulpo cocido', 'calabaza', 'queso blanco', 'pan rallado', 'huevo', 'naranja', 'kikos', 'patata', 'puerro', 'harina', 'mantequilla', 'miel', 'aceite', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/crema-calabaza-pulpo-crujiente_1849.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-de-calabaza-con-pulpo-crujiente_7d034a74_800x800.jpg
Sopa de fideos con palomitas al curry,25.0,168.0,"['fideos integrales', 'maíz', 'calabacín', 'judía verde', 'zanahoria', 'cebolleta', 'pimiento rojo', 'diente de ajo', 'laurel', 'cilantro', 'curry', 'aceite de oliva', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-fideos-palomitas-curry_1876.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-fideos-con-palomitas-al-curry_565312dc_800x800.jpg
Sopa de garbanzos con verduras y sepia,35.0,180.0,"['garbanzos cocidos', 'sepias', 'repollos', 'calabazas', 'cebolleta', 'apio', 'caldo de pescado', 'zanahorias', 'arroz redondo', 'diente de ajo', 'perejil', 'azafrán', 'sal', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-garbanzos-verduras-y-sepia_1878.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-garbanzos-con-verduras-y-sepia_204da58e_800x800.jpg
Consomé de apio y manzana,60.0,188.0,"['apios ramas', 'manzanas granny smith', 'pollo', 'tomates', 'puerro', 'cebolla', 'cebollino', 'aceite de oliva', 'harina de maíz', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/consome-apio-y-manzana_1889.html,https://content-recetas.lecturas.com/medio/2018/07/19/consome-de-apio-y-manzana_cc150997_800x800.jpg
Sopa de cebolla con verduras,,233.0,"['cebollas', 'pimientos verdes', 'puerro', 'coles', 'caldo de pollo', 'tomillo', 'jamón serrano tacos', 'queso gruyer', 'pan de payés', 'aceite de oliva', 'orégano', 'pimienta negra', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-cebolla-verduras_1891.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-cebolla-con-verduras_a5bd9b4b_800x800.jpg
Sopa de fideos con almejas,60.0,290.0,"['almejas', 'fideos gruesos', 'caldo de pescado', 'puerro', 'zanahoria', 'cebolleta', 'pimiento verde', 'salsa de tomate', 'vino blanco', 'dientes de ajo', 'aceite de oliva', 'perejil', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-fideos-almejas_1899.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-fideos-con-almejas_540099c2_800x800.jpg
Sopa de ajo al aroma de tomillo,50.0,50.0,"['dientes de ajo', 'caldo de carne', 'pimentón dulce', 'pan integral', 'sal', 'pimienta', 'aceite de oliva', 'tomillo']",0,0,0,0,1,https://www.lecturas.com/recetas/sopa-ajo-aroma-tomillo_1921.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-ajo-al-aroma-de-tomillo_12d822c4_800x800.jpg
Sopa de arroz con pimiento y jamón,60.0,,"['arroz', 'pimiento rojo', 'pimiento verde', 'pimiento amarillo', 'puerro', 'tomate', 'diente de ajo', 'pimentón de la vera', 'caldo de verduras', 'jamón serrano finas', 'sal', 'pimienta', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-arroz-pimiento-y-jamon_2025.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-arroz-con-pimiento-y-jamon_fbd3ebb9_800x800.jpg
Crema ligera de aguacate con tomate,20.0,270.0,"['aguacates', 'caldo de verduras', 'cebolletas', 'tomates maduros', 'cebollino', 'zumo de limón', 'yogur', 'sal', 'aceite de oliva']",1,0,0,0,0,https://www.lecturas.com/recetas/crema-ligera-aguacate-tomate_2056.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-ligera-de-aguacate-con-tomate_5d972fc7_800x800.jpg
Porra antequerana con picadillo de huevo,20.0,295.0,"['tomate maduros', 'pimiento verde', 'miga de pan del día anterior', 'diente de ajo', 'aceite de oliva', 'vinagre de jerez', 'jamón serrano taquitos', 'huevos', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/porra-antequerana-picadillo-huevo_2066.html,https://content-recetas.lecturas.com/medio/2018/07/19/porra-antequerana-con-picadillo-de-huevo_de518ac4_800x800.jpg
Chupitos de ajoblanco con brochetas de uvas,30.0,265.0,"['almendras crudas peladas', 'dientes de ajo', 'miga de pan', 'vinagre de jerez', 'aceite de oliva', 'uvas blancas', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/chupitos-ajoblanco-brochetas-uvas_2067.html,https://content-recetas.lecturas.com/medio/2018/07/19/chupitos-de-ajoblanco-con-brochetas-de-uvas_ce075efd_800x800.jpg
Crema fría de verduras con tiritas de tortilla,50.0,145.0,"['tomate', 'pepino', 'cebolla', 'penca de apio', 'zanahorias', 'huevo', 'comino', 'cebollino', 'aceite de oliva', 'sal', 'pimienta']",1,0,0,0,1,https://www.lecturas.com/recetas/crema-fria-verduras-tiritas-tortilla_2068.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-fria-de-verduras-con-tiritas-de-tortilla_c81a7f47_800x800.jpg
Sopa bullabesa con chirlas,90.0,315.0,"['pescado de roca', 'patata', 'tomate', 'chirla', 'aceite de oliva', 'cebolla', 'diente de ajo', 'puerro', 'perejil', 'sal', 'apio', 'azafrán', 'pan', 'aceite de oliva', 'pimentón', 'ajo', 'miga de pan', 'yema de huevo', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-bullabesa-chirlas_2138.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-bullabesa-con-chirlas_108df4e0_800x800.jpg
Crema de verduras con frambuesas,35.0,,"['zanahoria', 'cebolla', 'patata', 'diente de ajo', 'pimienta', 'aceite de oliva', 'canela en polvo', 'frambuesa', 'pan rallado', 'almendras molidas', 'sal', 'albahaca', 'mantequilla']",0,0,0,0,0,https://www.lecturas.com/recetas/crema-verduras-frambuesas_2250.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-de-verduras-con-frambuesas_da6bbc94_800x800.jpg
Sopa hortelana con garbanzos,35.0,280.0,"['col rizada', 'puerro', 'garbanzos cocidos', 'tomates secos', 'alcachofas corazones', 'pechuga de pollo', 'nabo', 'cúrcuma', 'perejil', 'aceite de oliva', 'pimienta', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-hortelana-garbanzos_2301.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-hortelana-con-garbanzos_3a6f73ce_800x800.jpg
Puré de patata,50.0,,"['patatas', 'mantequilla', 'leche', 'nata líquida', 'almendras laminadas', 'nuez moscada', 'aceite', 'sal', 'pimienta negra']",0,0,0,0,0,https://www.lecturas.com/recetas/pure-patata_2449.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-pure-de-patata-resultado-final_2e2e8202_800x800.jpg
Crema de judías verdes y gambas,30.0,,"['judía verde', 'patata', 'cebolla', 'gamba', 'pimienta', 'aceite de oliva', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/crema-judias-verdes-y-gambas_2452.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-crema-de-judias-verdes-y-gambas-resultado-final_364ee395_800x800.jpg
Sopa de pescado con verduras y pan,55.0,205.0,"['cabeza de rape', 'tomate', 'cebolla', 'pan', 'almendras peladas', 'diente de ajo', 'perejil', 'pimentón', 'aceite de oliva', 'pimienta', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/sopa-pescado-verduras-y-pan_2477.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-pescado-con-verduras-y-pan_9a2513a5_800x800.jpg
Crema de tomate con tostaditas,50.0,130.0,"['tomate del tipo pera', 'cebolla', 'dientes de ajo', 'leche semidesnatada', 'aceite de oliva', 'azúcar', 'perejil', 'pan muy finas', 'pimienta', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/crema-tomate-tostaditas_2501.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-de-tomate-con-tostaditas_d77f882c_800x800.jpg
Dúo de crema de calabaza y calabacín,40.0,80.0,"['zanahoria', 'calabaza', 'naranja', 'calabacín', 'cebolla', 'quesito desnatados', 'sal', 'pimienta blanca']",0,0,0,0,0,https://www.lecturas.com/recetas/crema-zanahorias-y-calabaza-a-naranja_2537.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-de-zanahorias-y-calabaza-a-la-naranja_50832953_800x800.jpg
Crema fría de tomate con mozzarella,25.0,200.0,"['tomate', 'queso mozzarella', 'nata líquida', 'aceite de oliva', 'albahaca', 'pimienta blanca', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/crema-fria-tomate-mozzarella_2645.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-fria-de-tomate-con-mozzarella_767a866f_800x800.jpg
Crema de maíz y nabos con grelos,50.0,287.0,"['grelo limpios y en juliana', 'mazorca de maíz crudas', 'nabo cortado fino o rallado', 'puerro cortado en juliana', 'caldo de verduras', 'cebolla roja cortada en tiras', 'zanahoria rallada', 'salsa de soja', 'agua', 'vino blanco', 'miel o azúcar', 'aceite de oliva virgen extra', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/crema-maiz-y-nabos-grelos_2756.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-de-maiz-y-nabos-con-grelos_235e2ddd_800x800.jpg
Ajoblanco con langostinos,35.0,,"['almendras laminadas', 'miga de pan mejor del día anterior', 'diente de ajo', 'aceite de oliva', 'vinagre', 'langostino', 'cebollino', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/ajoblanco-langostinos_2979.html,https://content-recetas.lecturas.com/medio/2018/07/19/ajoblanco-con-langostinos_aedfeb8f_800x800.jpg
Crema de patata con huevo y jamón,45.0,,"['huevo de codorniz', 'patata', 'jamón serrano', 'leche', 'mantequilla', 'nuez moscada', 'sal', 'pimienta', 'aceite de oliva', 'tomillo']",1,0,0,0,0,https://www.lecturas.com/recetas/crema-patata-huevo-y-jamon_3008.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-de-patata-con-huevo-y-jamon_cd5d1e69_800x800.jpg
Crema de espárragos blancos con hojaldres,,,"['espárragos blancos en conserva', 'huevo', 'morcillas', 'hojaldre', 'nata líquida', 'aceite de oliva', 'comino', 'cebollino', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/crema-esparragos-blancos-hojaldres_3092.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-de-esparragos-blancos-con-hojaldres_d9572fcc_800x800.jpg
Sopa de cebolla al romero con queso de cabra,55.0,275.0,"['cebollas', 'harina', 'caldo de carne', 'vino blanco', 'romero', 'pan del día anterior', 'laurel', 'queso de cabra de rulo', 'aceite de oliva', 'mantequilla']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-cebolla-romero-queso-cabra_3111.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-cebolla-al-romero-con-queso-de-cabra_61ea4502_800x800.jpg
Chips vegetales con paté de ajoblanco,95.0,295.0,"['chirivías', 'zanahorias', 'remolachas', 'vinagre', 'pan de molde sin corteza', 'diente de ajo', 'pan del día anterior', 'almendras molida', 'aceite de oliva', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/chips-vegetales-pate-ajoblanco_3113.html,https://content-recetas.lecturas.com/medio/2019/07/09/chips-vegetales-con-pate-de-ajoblanco_3730d8d9_800x800.jpg
Sopa de picadillo,135.0,,"['hueso de jamón', 'hueso de jamón blanco', 'carcasa de pollo', 'pechuga de pollo', 'puerro', 'patata', 'pencas de apio', 'zanahorias', 'jamón serrano', 'pan seco', 'menta', 'aceite', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/sopa-picadillo_3237.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-picadillo-sopa-con-pescado-y-sopa-castellana_887465a3_800x800.jpg
Sopa de remolacha y manzana,30.0,170.0,"['remolachas cocidas', 'hinojo', 'cebolla', 'puerros', 'yogur griego', 'manzanas granny smith', 'caldo de verduras', 'aceite de oliva', 'pimienta', 'perejil picado', 'sal', 'limones', 'germinados de remolacha']",1,0,0,0,0,https://www.lecturas.com/recetas/sopa-remolacha-y-manzana_3362.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-remolacha-y-manzana_db166de7_800x800.jpg
Sopa campera con habitas,50.0,185.0,"['cebolla', 'diente de ajo', 'pimiento verde', 'pimiento rojo', 'tomate', 'espárrago verde', 'habitas', 'guisantes', 'pan de payés', 'perejil', 'sal', 'pimienta', 'caldo de verduras', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-campera-habitas_3374.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-campera-con-habitas_b3aa9ea1_800x800.jpg
Ajoblanco frío con uvas,15.0,,"['almendras crudas', 'agua', 'dientes de ajo', 'miga de pan', 'aceite de oliva', 'vinagre', 'uvas', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/ajoblanco-frio-uvas_3401.html,https://content-recetas.lecturas.com/medio/2018/07/19/ajoblanco-frio-con-uvas_1fa1ef6f_800x800.jpg
Sopa de cebolla con pan frito,55.0,,"['cebolla', 'caldo de verduras', 'mantequilla', 'harina', 'queso emmental', 'pan', 'aceite', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-cebolla-pan-frito_3402.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-cebolla-con-pan-frito_77e897b5_800x800.jpg
Sopa de caracolas con pelotitas,35.0,,"['caldo de pollo', 'galets de pasta', 'huevo', 'carne de ternera picada', 'carne de cerdo picada', 'miga de pan', 'queso parmesano', 'perejil picado', 'harina', 'sal', 'nuez moscada', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-caracolas-pelotitas_3411.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-caracolas-con-pelotitas_822ec72b_800x800.jpg
Chupitos de crema de calabaza con teja de parmesano,40.0,215.0,"['calabaza', 'pera', 'queso parmesano rallado', 'zanahoria', 'cebolla', 'caldo de verduras', 'nata líquida', 'pipas de calabaza', 'tomillo', 'aceite de oliva', 'pimienta rosa', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/chupitos-crema-calabaza-teja-parmesano_3432.html,https://content-recetas.lecturas.com/medio/2018/07/19/chupitos-de-crema-de-calabaza-con-teja-de-parmesano_3bafbe10_800x800.jpg
Sopa fría de pepino con yogur y nueces,15.0,85.0,"['pepinos', 'yogures natural desnatado', 'dientes de ajo', 'eneldo', 'nueces', 'pimienta negra unos granos', 'pimienta rosa unos granos', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/sopa-fria-pepino-yogur-y-nueces_3445.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-fria-de-pepino-con-yogur-y-nueces_91c6a8f2_800x800.jpg
Sopa de zanahoria y aguacate raw,10.0,,"['aguacate', 'zanahoria', 'apio', 'cebolla', 'diente de ajo', 'agua', 'aceite de oliva', 'sal']",1,0,0,1,1,https://www.lecturas.com/recetas/sopa-zanahoria-y-aguacate-raw_3456.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-zanahoria-y-aguacate-raw_d9d059db_800x800.jpg
Sopa fría de hortalizas y melocotón,25.0,115.0,"['melocotón', 'tomate rojos', 'pimiento verde italiano', 'cebolla mediana', 'diente de ajo', 'vinagre de manzana', 'albahaca una hojitas frescas', 'sal', 'aceite de oliva']",1,0,0,0,0,https://www.lecturas.com/recetas/sopa-fria-hortalizas-y-melocoton_3471.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-fria-de-hortalizas-y-melocoton_285ddc7a_800x800.jpg
Ajoblanco de melón con brochetas de fruta,10.0,190.0,"['melón', 'yogur natural', 'almendras cruda molida', 'diente de ajo', 'jamón serrano', 'vinagre de vino blanco', 'tomillo', 'aceite de oliva', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/ajoblanco-melon-brochetas-fruta_3532.html,https://content-recetas.lecturas.com/medio/2018/07/19/ajoblanco-de-melon-con-brochetas-de-fruta_302adde7_800x800.jpg
Crema fría de espárragos,40.0,190.0,"['espárragos verdes', 'patatas', 'cebolla', 'puerro', 'vino blanco', 'mostaza dulce', 'yogur natural', 'pan', 'sal', 'aceite de oliva', 'pimienta']",0,0,1,1,1,https://www.lecturas.com/recetas/crema-fria-esparragos_3600.html,https://content-recetas.lecturas.com/medio/2018/07/19/crema-fria-de-esparragos_ebb54748_800x800.jpg
Sopa de coliflor y calabaza,45.0,342.0,"['coliflores', 'dientes de ajo', 'pimientos verdes', 'perejil', 'calabazas', 'azafrán', 'pan del día anterior', 'maíz', 'jamón serrano en taquitos', 'cebolla', 'caldo de verduras', 'sal', 'aceite de oliva', 'pimienta']",1,0,0,0,0,https://www.lecturas.com/recetas/sopa-coliflor-y-calabaza_3696.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-coliflory-calabaza_246e8626_800x800.jpg
Patatas a la importancia con almejas,45.0,245.0,"['patatas', 'almejas', 'caldo de pescado', 'cebolleta', 'dientes de ajo', 'vino de jerez', 'perejil', 'huevos', 'harina', 'aceite de oliva', 'azafrán', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/patatas-a-importancia-almejas_3705.html,https://content-recetas.lecturas.com/medio/2018/07/19/patatas-a-la-importancia-con-almejas_c60e2309_800x800.jpg
Potaje manchego con rellenos,60.0,255.0,"['garbanzos cocidos', 'espinacas', 'pan del día anterior', 'sal', 'dientes de ajo', 'patatas', 'cebolla', 'almendras peladas', 'tomates', 'leche', 'comino', 'laurel', 'pimienta', 'aceite de oliva', 'pimentón']",0,0,1,1,0,https://www.lecturas.com/recetas/potaje-manchego-rellenos_3706.html,https://content-recetas.lecturas.com/medio/2018/07/19/potaje-manchego-con-rellenos_80618545_800x800.jpg
Sopa viva de remolacha,,,"['remolachas', 'manzanas', 'cebollas', 'aguacates', 'zumo de limón', 'jengibre', 'aceite de oliva', 'sal', 'semillas de sésamo', 'agua']",1,0,0,0,1,https://www.lecturas.com/recetas/sopa-viva-remolacha_16.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-viva-de-remolacha_a1017b7c_800x800.jpg
Zumo bien verde,,,"['pepino', 'manzanas', 'perejil', 'espinacas', 'jengibre', 'zumo de limón']",1,0,0,0,1,https://www.lecturas.com/recetas/zumo-bien-verde_29.html,https://content-recetas.lecturas.com/medio/2018/07/19/zumo-bien-verde_e8629739_800x800.jpg
Minestrone de verduras,50.0,415.0,"['alubias pintas cocidas', 'cebollas', 'guisantes congelados', 'pimientos rojos', 'penca de apio', 'repollos', 'fideos', 'tomates', 'dientes de ajo', 'jamón serrano', 'queso parmesano', 'perejil picado', 'aceite de oliva', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/minestrone-verduras_266.html,https://content-recetas.lecturas.com/medio/2018/07/19/minestrone-de-verduras_d6d12772_800x800.jpg
Sopa de habas y verduras al pesto,45.0,395.0,"['habas', 'puerro', 'calabacín', 'zanahorias', 'cebolletas', 'patata', 'nabo', 'dientes de ajo', 'espinacas', 'albahaca', 'piñones', 'queso rallado', 'aceite de oliva', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/sopa-habas-y-verduras-pesto_267.html,https://content-recetas.lecturas.com/medio/2018/07/19/sopa-de-habas-y-verduras-al-pesto_8798cd7a_800x800.jpg
